ResolvedPersonID,n_cases,dominant_mo_phrase,mo_consistency,n_districts_with_dominant_mo
54610,1,The accused gained entry through a rear window left unlatched.,1.0,1
54613,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54615,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54625,1,The accused was a person known to the victim's family.,1.0,1
54627,1,The accused targeted unattended shops during the late-night hours.,1.0,1
54630,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
54635,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
54636,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54637,1,The accused waylaid the victim along a known secluded route.,1.0,1
54638,1,The accused approached the victim through a fake social media profile.,1.0,1
54643,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54646,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
54650,1,The accused acted as part of an organized group during the incident.,1.0,1
54651,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
54653,1,The accused approached the victim through a fake social media profile.,1.0,1
54655,1,The accused approached the victim through a fake social media profile.,1.0,1
54658,2,The accused operated using a fraudulent online payment link.,1.0,2
54659,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
54660,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
54661,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
54663,2,The accused approached the victim through a fake social media profile.,0.5,1
54666,1,The accused was known to the victim through a prior personal dispute.,1.0,1
54668,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
54669,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
54672,1,The accused approached the victim through a fake social media profile.,1.0,1
54674,1,The accused approached the victim through a fake social media profile.,1.0,1
54675,1,The accused was known to the victim through a prior personal dispute.,1.0,1
54676,1,The accused was known to the victim through a prior personal dispute.,1.0,1
54677,6,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.333,2
54681,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54682,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54686,3,The accused approached the victim through a fake social media profile.,0.667,2
54687,1,The accused lured the victim on the pretext of a job offer.,1.0,1
54688,1,The accused gained entry through a rear window left unlatched.,1.0,1
54689,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54690,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54691,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54692,1,The accused gained entry through a rear window left unlatched.,1.0,1
54695,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54697,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54699,1,The accused used a spoofed phone number to contact the victim.,1.0,1
54700,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54704,1,The accused approached the victim through a fake social media profile.,1.0,1
54706,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
54713,1,The accused acted as part of an organized group during the incident.,1.0,1
54716,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
54718,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54720,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54722,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
54728,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54729,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54736,1,The accused used a spoofed phone number to contact the victim.,1.0,1
54737,4,"The accused worked in a group of two, one keeping watch while the other broke in.",0.25,1
54739,1,The accused was a person known to the victim's family.,1.0,1
54740,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54741,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54743,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54745,1,The accused was found in possession of the contraband during a routine check.,1.0,1
54747,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
54750,1,The accused gained entry through a rear window left unlatched.,1.0,1
54760,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
54761,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
54770,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
54771,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54772,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54773,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54776,1,The accused used a spoofed phone number to contact the victim.,1.0,1
54780,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54781,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54784,2,The accused gained entry through a rear window left unlatched.,1.0,2
54788,1,The accused gained entry through a rear window left unlatched.,1.0,1
54789,1,The accused gained entry through a rear window left unlatched.,1.0,1
54790,1,The accused gained entry through a rear window left unlatched.,1.0,1
54791,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
54796,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
54798,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
54799,1,The accused was known to the victim through a prior personal dispute.,1.0,1
54800,1,The accused was known to the victim through a prior personal dispute.,1.0,1
54801,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
54803,2,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
54805,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54806,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54808,1,The accused was found in possession of the contraband during a routine check.,1.0,1
54810,1,The accused approached the victim through a fake social media profile.,1.0,1
54812,2,The accused lured the victim on the pretext of a job offer.,0.5,1
54813,1,The accused lured the victim on the pretext of a job offer.,1.0,1
54814,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
54816,1,The accused was found in possession of the contraband during a routine check.,1.0,1
54817,1,The accused waylaid the victim along a known secluded route.,1.0,1
54818,1,The accused waylaid the victim along a known secluded route.,1.0,1
54820,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54821,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54822,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54829,1,The accused approached the victim through a fake social media profile.,1.0,1
54830,1,The accused approached the victim through a fake social media profile.,1.0,1
54831,2,The accused approached the victim through a fake social media profile.,0.5,1
54834,1,The accused gained entry through a rear window left unlatched.,1.0,1
54835,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
54839,1,The accused waylaid the victim along a known secluded route.,1.0,1
54842,1,The accused gained entry through a rear window left unlatched.,1.0,1
54843,1,The accused gained entry through a rear window left unlatched.,1.0,1
54844,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
54847,1,The accused gained entry through a rear window left unlatched.,1.0,1
54848,11,The accused waylaid the victim along a known secluded route.,0.182,2
54849,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54854,1,The accused gained entry through a rear window left unlatched.,1.0,1
54856,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54858,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
54867,1,The accused targeted unattended shops during the late-night hours.,1.0,1
54872,1,The accused used a spoofed phone number to contact the victim.,1.0,1
54876,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54877,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
54879,1,The accused was a person known to the victim's family.,1.0,1
54880,28,The accused gained entry through a rear window left unlatched.,0.286,4
54881,1,The accused targeted unattended shops during the late-night hours.,1.0,1
54882,1,The accused was found in possession of the contraband during a routine check.,1.0,1
54883,1,The accused was known to the victim through a prior personal dispute.,1.0,1
54887,1,The accused approached the victim through a fake social media profile.,1.0,1
54889,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54894,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54897,1,The accused lured the victim on the pretext of a job offer.,1.0,1
54898,14,The accused waylaid the victim along a known secluded route.,0.429,4
54899,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
54901,1,The accused approached the victim through a fake social media profile.,1.0,1
54902,9,The accused used a two-wheeler to approach and flee the scene rapidly.,0.222,2
54904,1,The accused used a spoofed phone number to contact the victim.,1.0,1
54906,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54910,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
54911,26,"The accused worked in a group of two, one keeping watch while the other broke in.",0.231,4
54912,1,The accused targeted unattended shops during the late-night hours.,1.0,1
54915,1,The accused used a spoofed phone number to contact the victim.,1.0,1
54922,2,The accused was found in possession of the contraband during a routine check.,0.5,1
54923,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54924,8,The accused used a spoofed phone number to contact the victim.,0.375,1
54926,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54928,1,The accused lured the victim on the pretext of a job offer.,1.0,1
54929,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
54931,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54932,1,The accused targeted unattended shops during the late-night hours.,1.0,1
54935,1,The accused approached the victim through a fake social media profile.,1.0,1
54938,3,The accused approached the victim through a fake social media profile.,0.333,1
54940,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
54942,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
54943,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54945,1,The accused gained entry through a rear window left unlatched.,1.0,1
54947,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
54950,1,The accused approached the victim through a fake social media profile.,1.0,1
54952,1,The accused gained entry through a rear window left unlatched.,1.0,1
54956,1,The accused approached the victim through a fake social media profile.,1.0,1
54958,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54959,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54960,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
54963,27,The accused used a duplicate key/lock-picking method to gain entry.,0.222,6
54964,1,The accused was found in possession of the contraband during a routine check.,1.0,1
54966,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
54967,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
54970,1,The accused was known to the victim through a prior personal dispute.,1.0,1
54973,1,The accused was a person known to the victim's family.,1.0,1
54974,1,The accused targeted unattended shops during the late-night hours.,1.0,1
54977,1,The accused targeted unattended shops during the late-night hours.,1.0,1
54978,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
54980,1,The accused approached the victim through a fake social media profile.,1.0,1
54981,17,"The accused worked in a group of two, one keeping watch while the other broke in.",0.294,4
54983,1,The accused acted as part of an organized group during the incident.,1.0,1
54984,1,The accused acted as part of an organized group during the incident.,1.0,1
54985,1,The accused targeted unattended shops during the late-night hours.,1.0,1
54986,8,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.375,1
54990,1,The accused gained entry through a rear window left unlatched.,1.0,1
54991,1,The accused lured the victim on the pretext of a job offer.,1.0,1
54996,1,The accused gained entry through a rear window left unlatched.,1.0,1
54998,1,The accused was known to the victim through a prior personal dispute.,1.0,1
55000,4,The accused was known to the victim through a prior personal dispute.,0.25,1
55005,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55006,1,The accused operated using a fraudulent online payment link.,1.0,1
55007,1,The accused gained entry through a rear window left unlatched.,1.0,1
55008,1,The accused gained entry through a rear window left unlatched.,1.0,1
55011,1,The accused lured the victim on the pretext of a job offer.,1.0,1
55012,1,The accused was a person known to the victim's family.,1.0,1
55013,2,The accused was a person known to the victim's family.,0.5,1
55016,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55017,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55021,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55022,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55023,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
55025,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
55027,1,The accused gained entry through a rear window left unlatched.,1.0,1
55030,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55031,2,The accused targeted unattended shops during the late-night hours.,0.5,1
55035,1,The accused approached the victim through a fake social media profile.,1.0,1
55040,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55041,3,The accused approached the victim through a fake social media profile.,0.333,1
55042,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55044,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55045,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55046,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55048,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55052,1,The accused gained entry through a rear window left unlatched.,1.0,1
55054,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55055,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55056,2,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.5,1
55058,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55062,1,The accused lured the victim on the pretext of a job offer.,1.0,1
55064,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55066,1,The accused gained entry through a rear window left unlatched.,1.0,1
55068,1,The accused was a person known to the victim's family.,1.0,1
55071,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55075,2,The accused used a rented vehicle with tampered number plates to transport stolen goods.,0.5,1
55076,1,The accused was known to the victim through a prior personal dispute.,1.0,1
55079,1,The accused approached the victim through a fake social media profile.,1.0,1
55081,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55084,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55085,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55086,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55087,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55089,1,The accused operated using a fraudulent online payment link.,1.0,1
55092,1,The accused approached the victim through a fake social media profile.,1.0,1
55094,2,The accused approached the victim through a fake social media profile.,0.5,1
55098,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55099,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55101,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55102,1,The accused approached the victim through a fake social media profile.,1.0,1
55105,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
55106,1,The accused gained entry through a rear window left unlatched.,1.0,1
55109,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55111,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55113,5,The accused targeted unattended shops during the late-night hours.,0.4,1
55114,1,The accused gained entry through a rear window left unlatched.,1.0,1
55115,1,The accused gained entry through a rear window left unlatched.,1.0,1
55118,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55122,1,The accused approached the victim through a fake social media profile.,1.0,1
55123,1,The accused approached the victim through a fake social media profile.,1.0,1
55124,1,The accused was a person known to the victim's family.,1.0,1
55125,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55126,2,"The accused worked in a group of two, one keeping watch while the other broke in.",0.5,1
55127,1,The accused gained entry through a rear window left unlatched.,1.0,1
55128,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55129,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55131,1,The accused gained entry through a rear window left unlatched.,1.0,1
55133,1,The accused gained entry through a rear window left unlatched.,1.0,1
55134,1,The accused operated using a fraudulent online payment link.,1.0,1
55135,1,The accused was a person known to the victim's family.,1.0,1
55136,1,The accused waylaid the victim along a known secluded route.,1.0,1
55137,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55138,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55141,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55142,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55145,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55146,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55147,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55148,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
55149,1,The accused used a concealed compartment in the vehicle to transport the contraband.,1.0,1
55150,1,The accused was found in possession of the contraband during a routine check.,1.0,1
55151,1,The accused was found in possession of the contraband during a routine check.,1.0,1
55153,1,The accused approached the victim through a fake social media profile.,1.0,1
55154,1,The accused approached the victim through a fake social media profile.,1.0,1
55157,2,The accused approached the victim through a fake social media profile.,1.0,2
55162,1,The accused lured the victim on the pretext of a job offer.,1.0,1
55163,1,The accused operated using a fraudulent online payment link.,1.0,1
55164,1,The accused operated using a fraudulent online payment link.,1.0,1
55167,1,The accused was a person known to the victim's family.,1.0,1
55171,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55172,1,The accused was a person known to the victim's family.,1.0,1
55177,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55180,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55181,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55186,1,The accused gained entry through a rear window left unlatched.,1.0,1
55187,1,The accused gained entry through a rear window left unlatched.,1.0,1
55190,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55196,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55198,1,The accused was a person known to the victim's family.,1.0,1
55199,1,The accused gained entry through a rear window left unlatched.,1.0,1
55200,1,The accused gained entry through a rear window left unlatched.,1.0,1
55201,1,The accused was a person known to the victim's family.,1.0,1
55203,1,The accused approached the victim through a fake social media profile.,1.0,1
55204,1,The accused gained entry through a rear window left unlatched.,1.0,1
55207,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55209,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55210,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55211,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
55212,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
55214,2,The accused used a duplicate key/lock-picking method to gain entry.,0.5,1
55221,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55222,9,The accused posed as a bank/delivery representative to gain the victim's trust.,0.222,2
55223,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55226,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55229,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55231,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55232,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55233,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55235,2,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,2
55236,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
55238,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55241,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55244,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55246,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
55247,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55248,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55250,1,The accused was known to the victim through a prior personal dispute.,1.0,1
55252,1,The accused gained entry through a rear window left unlatched.,1.0,1
55257,3,The accused used a duplicate key/lock-picking method to gain entry.,0.333,1
55258,1,The accused gained entry through a rear window left unlatched.,1.0,1
55259,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55265,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55266,1,The accused waylaid the victim along a known secluded route.,1.0,1
55268,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
55276,1,The accused gained entry through a rear window left unlatched.,1.0,1
55279,2,The accused used a duplicate key/lock-picking method to gain entry.,1.0,2
55280,1,The accused gained entry through a rear window left unlatched.,1.0,1
55286,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55291,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
55292,1,The accused waylaid the victim along a known secluded route.,1.0,1
55293,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55294,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55295,1,The accused lured the victim on the pretext of a job offer.,1.0,1
55298,1,The accused waylaid the victim along a known secluded route.,1.0,1
55300,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55301,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55305,1,The accused was found in possession of the contraband during a routine check.,1.0,1
55311,1,The accused gained entry through a rear window left unlatched.,1.0,1
55314,1,The accused gained entry through a rear window left unlatched.,1.0,1
55315,2,The accused used a concealed compartment in the vehicle to transport the contraband.,0.5,1
55318,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
55319,1,The accused gained entry through a rear window left unlatched.,1.0,1
55321,1,The accused gained entry through a rear window left unlatched.,1.0,1
55326,1,The accused gained entry through a rear window left unlatched.,1.0,1
55327,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
55328,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
55329,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55332,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55333,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55334,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55336,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55338,3,The accused used a duplicate key/lock-picking method to gain entry.,0.333,1
55341,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55342,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55343,1,The accused was a person known to the victim's family.,1.0,1
55349,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55352,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55353,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55354,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55356,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55362,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
55366,1,The accused gained entry through a rear window left unlatched.,1.0,1
55367,1,The accused approached the victim through a fake social media profile.,1.0,1
55369,2,The accused used a two-wheeler to approach and flee the scene rapidly.,0.5,1
55370,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55374,1,The accused gained entry through a rear window left unlatched.,1.0,1
55378,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55380,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55381,1,The accused gained entry through a rear window left unlatched.,1.0,1
55384,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55386,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55387,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55389,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55391,2,The accused operated using a fraudulent online payment link.,0.5,1
55394,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55395,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55396,2,The accused used a spoofed phone number to contact the victim.,0.5,1
55398,1,The accused gained entry through a rear window left unlatched.,1.0,1
55400,7,The accused gained entry through a rear window left unlatched.,0.429,3
55404,1,The accused approached the victim through a fake social media profile.,1.0,1
55405,1,The accused approached the victim through a fake social media profile.,1.0,1
55410,1,The accused wore a helmet throughout to avoid CCTV identification.,1.0,1
55415,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55419,1,The accused gained entry through a rear window left unlatched.,1.0,1
55420,1,The accused gained entry through a rear window left unlatched.,1.0,1
55421,5,The accused gained entry through a rear window left unlatched.,0.4,1
55422,1,The accused gained entry through a rear window left unlatched.,1.0,1
55423,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55424,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55425,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
55432,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55433,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55435,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55436,1,The accused waylaid the victim along a known secluded route.,1.0,1
55437,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55438,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55439,2,The accused used a spoofed phone number to contact the victim.,0.5,1
55442,1,The accused operated using a fraudulent online payment link.,1.0,1
55445,1,The accused gained entry through a rear window left unlatched.,1.0,1
55448,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55450,1,The accused approached the victim through a fake social media profile.,1.0,1
55453,1,"The accused worked in a group of two, one keeping watch while the other broke in.",1.0,1
55459,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55461,1,The accused gained entry through a rear window left unlatched.,1.0,1
55464,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55466,1,The accused gained entry through a rear window left unlatched.,1.0,1
55468,1,The accused gained entry through a rear window left unlatched.,1.0,1
55470,1,The accused approached the victim through a fake social media profile.,1.0,1
55471,1,The accused approached the victim through a fake social media profile.,1.0,1
55472,1,The accused operated using a fraudulent online payment link.,1.0,1
55475,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55476,1,The accused gained entry through a rear window left unlatched.,1.0,1
55477,1,The accused gained entry through a rear window left unlatched.,1.0,1
55478,1,The accused gained entry through a rear window left unlatched.,1.0,1
55482,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55483,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55485,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55486,1,The accused operated using a fraudulent online payment link.,1.0,1
55489,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
55492,18,The accused posed as a bank/delivery representative to gain the victim's trust.,0.222,4
55494,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55495,1,The accused used a spoofed phone number to contact the victim.,1.0,1
55497,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
55499,1,The accused targeted unattended shops during the late-night hours.,1.0,1
55501,1,The accused gained entry through a rear window left unlatched.,1.0,1
55502,1,The accused gained entry through a rear window left unlatched.,1.0,1
55507,1,The accused gained entry through a rear window left unlatched.,1.0,1
55509,1,The accused used a rented vehicle with tampered number plates to transport stolen goods.,1.0,1
55512,1,The accused gained entry through a rear window left unlatched.,1.0,1
55516,1,The accused approached the victim through a fake social media profile.,1.0,1
55521,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55525,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55527,1,The accused used a two-wheeler to approach and flee the scene rapidly.,1.0,1
55530,1,The accused used a duplicate key/lock-picking method to gain entry.,1.0,1
55531,1,The accused operated in daylight hours near crowded public spaces.,1.0,1
55532,1,The accused was found in possession of the contraband during a routine check.,1.0,1
55533,1,The accused was found in possession of the contraband during a routine check.,1.0,1
55536,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55537,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
55538,1,The accused gained entry through a rear window left unlatched.,1.0,1
55541,1,The accused was known to the victim through a prior personal dispute.,1.0,1
55547,1,The accused gained entry through a rear window left unlatched.,1.0,1
55548,1,The accused was a person known to the victim's family.,1.0,1
55549,4,The accused posed as a bank/delivery representative to gain the victim's trust.,0.5,1
55554,1,The accused posed as a bank/delivery representative to gain the victim's trust.,1.0,1
